CharacterNameJp,TeamJp,CharacterOrder,LabelName,LabelSkill,SkillNameJp,InfoJp,HitCount,TargetType,Sp,EffectLabel,MaxSkillLevel,LabelSkillPart,SkillType,Power,MaxPower,RefParamDiffForMax,VsDpRate,VsHpRate,DamageRateRate,ElementList,BuffLimitType,BuffCategory,RefParamPower,RefParamWisdom,RefParamDexterity,RefParamSpirit,RefParamLuck,RefParamToughness,PowerRate,MaxPowerRate,AbilityLabel,AbilityPowerRate,AbilityMaxPowerRate,RefParamDiffForMaxPlus,Value1,Value2,SkillNamezhTW,InfozhTW,CharacterNamezhTW,TeamzhTW,CardNameJp,CardNamezhTW,LimitBreak,Generalize,SkillGrowthAbility
東城 つかさ,31A,14.0,TTojo,TTojoSkill53,レディ・イン・ミラージュ,光属性強化フィールド(大)を8ターン展開し 前衛のクリティカル率クリティカルダメージを上げ 敵全体に知性依存の明光なレーザーを放つ,5,AllyFront,13,,10,TTojoSkill53_2,CriticalRateUp,0.7,0.0,0,1.0,1.0,0.0,,Default,CriticalRateUp_Count,0,0,0,0,0,0,0.0,0.0,CriticalRateUp,0.02,0.02,60,0.0,0.0,蜃景中的淑女,展開光屬性強化空間（大）8回合，提升前衛的暴擊率、暴擊傷害值，對全體敵人發射與智力相應的光明射線,東城 司,31A,シークレットサービス・サイレンス,特務機關無聲者,4.0,0.0,BuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill53,レディ・イン・ミラージュ,光属性強化フィールド(大)を8ターン展開し 前衛のクリティカル率クリティカルダメージを上げ 敵全体に知性依存の明光なレーザーを放つ,5,AllyFront,13,,10,TTojoSkill53_3,CriticalDamageUp,0.3,0.0,0,1.0,1.0,0.0,,Default,CriticalDamageUp_Count,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,蜃景中的淑女,展開光屬性強化空間（大）8回合，提升前衛的暴擊率、暴擊傷害值，對全體敵人發射與智力相應的光明射線,東城 司,31A,シークレットサービス・サイレンス,特務機關無聲者,4.0,0.0,BuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill53,レディ・イン・ミラージュ,光属性強化フィールド(大)を8ターン展開し 前衛のクリティカル率クリティカルダメージを上げ 敵全体に知性依存の明光なレーザーを放つ,5,Field,13,,10,TTojoSkill53_4,Zone,1.65,0.0,0,1.0,1.0,1.0,['Light'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,蜃景中的淑女,展開光屬性強化空間（大）8回合，提升前衛的暴擊率、暴擊傷害值，對全體敵人發射與智力相應的光明射線,東城 司,31A,シークレットサービス・サイレンス,特務機關無聲者,4.0,0.0,BuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill54,今宵、快楽ナイトメア,前衛の闇属性スタイルの 連撃数(小ダメージ)を3〜5回上げ敵全体の闇耐性を消し去り 闇耐性を下げる(ターン永続),1,All,11,,10,TTojoSkill54,ResistDownOverwrite,0.0,0.0,0,0.0,0.0,0.0,['Dark'],Once,ResistDownOverwriteDark_Eternal,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,今宵，快樂惡夢,使前衛的闇屬性戰術型態的連擊數（傷害值小）上升3～5次消去全體敵人的闇抗性。降低闇抗性（回合永久）,東城 司,31A,バニーファイト・デビエーション,惡兔亂鬥,4.0,0.0,DebuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill54,今宵、快楽ナイトメア,前衛の闇属性スタイルの 連撃数(小ダメージ)を3〜5回上げ敵全体の闇耐性を消し去り 闇耐性を下げる(ターン永続),1,AllyFront,11,,10,TTojoSkill54_2,Funnel,3.0,5.0,138,1.0,1.0,1.0,,Default,Funnel_Count,0,1,0,0,0,0,0.05,0.01,None,0.0,0.0,0,0.1,0.0,今宵，快樂惡夢,使前衛的闇屬性戰術型態的連擊數（傷害值小）上升3～5次消去全體敵人的闇抗性。降低闇抗性（回合永久）,東城 司,31A,バニーファイト・デビエーション,惡兔亂鬥,4.0,0.0,DebuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill54,今宵、快楽ナイトメア,前衛の闇属性スタイルの 連撃数(小ダメージ)を3〜5回上げ敵全体の闇耐性を消し去り 闇耐性を下げる(ターン永続),1,All,11,,10,TTojoSkill54_3,ResistDown,0.45,0.6,138,0.0,0.0,0.0,['Dark'],Default,ResistDownDark_Eternal,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,今宵，快樂惡夢,使前衛的闇屬性戰術型態的連擊數（傷害值小）上升3～5次消去全體敵人的闇抗性。降低闇抗性（回合永久）,東城 司,31A,バニーファイト・デビエーション,惡兔亂鬥,4.0,0.0,DebuffUp
東城 つかさ,31A,14.0,TTojo,TTojoSkill91,追撃,敵に追撃する,1,Single,0,,10,TTojoSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,東城 司,31A,,,,,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanAttackNormal,通常攻撃,,1,Single,0,,10,VBalakrishnanAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,芙里提卡 巴拉克里希南,31X,,,,,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill01,トータルサブトラクション,回転する盾を 全体に叩きつけさらに 攻撃力を下げる,3,All,6,DefaultDebuff,10,VBalakrishnanSkill01,AttackSkill,474.0,2370.0,123,1.0,1.0,1.2,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,整體減法,旋轉盾牌重創全體敵人並降低攻擊力,芙里提卡 巴拉克里希南,31X,華麗なるアプサラス,華麗的飛天女神,20.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill01,トータルサブトラクション,回転する盾を 全体に叩きつけさらに 攻撃力を下げる,3,All,6,DefaultDebuff,10,VBalakrishnanSkill01_2,AttackDown,0.2,0.3,123,1.0,1.0,0.0,,Default,AttackDown_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,整體減法,旋轉盾牌重創全體敵人並降低攻擊力,芙里提卡 巴拉克里希南,31X,華麗なるアプサラス,華麗的飛天女神,20.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill02,プリンシプルチャンダス,自身の防御力を高めてエネルギー弾を放ち敵の攻撃を自身に集中させる SPが0以上であれば使用可能,3,Single,10,,10,VBalakrishnanSkill02,AttackSkill,1017.0,5085.0,131,1.0,1.0,2.125,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,原理為韻律學,提高自己的防禦力並發射能量彈讓敵人的攻擊集中到自己身上，SP高於0即可使用,芙里提卡 巴拉克里希南,31X,未知数なヴェーダーンガ,前途未卜的吠陀支,10.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill02,プリンシプルチャンダス,自身の防御力を高めてエネルギー弾を放ち敵の攻撃を自身に集中させる SPが0以上であれば使用可能,3,Self,10,,10,VBalakrishnanSkill02_2,DefenseUp,0.3,0.45,131,1.0,1.0,0.0,,Default,DefenseUp_Turn,0,1,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,原理為韻律學,提高自己的防禦力並發射能量彈讓敵人的攻擊集中到自己身上，SP高於0即可使用,芙里提卡 巴拉克里希南,31X,未知数なヴェーダーンガ,前途未卜的吠陀支,10.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill02,プリンシプルチャンダス,自身の防御力を高めてエネルギー弾を放ち敵の攻撃を自身に集中させる SPが0以上であれば使用可能,3,All,10,,10,VBalakrishnanSkill02_3,Provoke,2.0,3.0,131,0.0,0.0,0.0,,None,None,0,0,0,1,0,1,0.0,0.0,None,0.0,0.0,0,0.0,0.0,原理為韻律學,提高自己的防禦力並發射能量彈讓敵人的攻擊集中到自己身上，SP高於0即可使用,芙里提卡 巴拉克里希南,31X,未知数なヴェーダーンガ,前途未卜的吠陀支,10.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill03,高輝の燦,きらめく光が 全体のDPを中回復しさらに 前衛の防御力を高める SPが0以上であれば使用可能,1,AllyAll,10,HealDp_Buff,10,VBalakrishnanSkill03,HealDp,521.0,1563.0,216,0.0,0.0,0.0,,None,None,0,1,0,0,0,0,0.05,0.02,HealUp,0.06,0.06,60,0.0,0.0,燦然光輝,用閃耀的光芒中量回復全體DP並提高前衛的防禦力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill03,高輝の燦,きらめく光が 全体のDPを中回復しさらに 前衛の防御力を高める SPが0以上であれば使用可能,1,AllyFront,10,HealDp_Buff,10,VBalakrishnanSkill03_2,DefenseUp,0.3,0.45,216,1.0,1.0,0.0,,Default,DefenseUp_Turn,0,1,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,燦然光輝,用閃耀的光芒中量回復全體DP並提高前衛的防禦力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill04,ジーナーカーナー,体力依存の回転する盾を 全体に叩きつけダメージに応じて自身のDPを回復する,3,All,8,,10,VBalakrishnanSkill04,AttackSkill,726.0,3630.0,129,1.0,1.0,1.6,['Strike'],None,None,0,0,0,0,0,1,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,生存食糧,旋轉與體力相應的盾牌重創全體敵人自己將回復和傷害值相應的DP,芙里提卡 巴拉克里希南,31X,華麗なる日常,華麗的日常,10.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill04,ジーナーカーナー,体力依存の回転する盾を 全体に叩きつけダメージに応じて自身のDPを回復する,3,Self,8,,10,VBalakrishnanSkill04_2,HealDpByDamage,0.3,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,生存食糧,旋轉與體力相應的盾牌重創全體敵人自己將回復和傷害值相應的DP,芙里提卡 巴拉克里希南,31X,華麗なる日常,華麗的日常,10.0,1.0,
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill51,狂気乱舞のカーリー,10連撃で強襲して強攻撃を封じ 3ターンの間厄状態にさせ攻撃力を下げる SPが0以上であれば使用可能,10,Single,14,,13,VBalakrishnanSkill51,AttackSkill,1737.0,8685.0,140,1.0,1.0,2.875,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,瘋狂亂舞的迦梨,展開10連擊強襲以封印敵人的強力攻擊，於3回合內使其陷入災厄狀態並降低攻擊力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill51,狂気乱舞のカーリー,10連撃で強襲して強攻撃を封じ 3ターンの間厄状態にさせ攻撃力を下げる SPが0以上であれば使用可能,10,Single,14,,13,VBalakrishnanSkill51_2,AttackDown,0.2,0.3,140,1.0,1.0,0.0,,Default,AttackDown_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,瘋狂亂舞的迦梨,展開10連擊強襲以封印敵人的強力攻擊，於3回合內使其陷入災厄狀態並降低攻擊力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill51,狂気乱舞のカーリー,10連撃で強襲して強攻撃を封じ 3ターンの間厄状態にさせ攻撃力を下げる SPが0以上であれば使用可能,10,Single,14,,13,VBalakrishnanSkill51_3,ImprisonRandom,0.45,0.9,140,0.0,0.0,0.0,,None,None,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,瘋狂亂舞的迦梨,展開10連擊強襲以封印敵人的強力攻擊，於3回合內使其陷入災厄狀態並降低攻擊力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill51,狂気乱舞のカーリー,10連撃で強襲して強攻撃を封じ 3ターンの間厄状態にさせ攻撃力を下げる SPが0以上であれば使用可能,10,Single,14,,13,VBalakrishnanSkill51_4,Misfortune,3.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,瘋狂亂舞的迦梨,展開10連擊強襲以封印敵人的強力攻擊，於3回合內使其陷入災厄狀態並降低攻擊力。SP高於0即可使用,芙里提卡 巴拉克里希南,31X,凛々しきドゥルガー,凜然的杜爾迦,4.0,1.0,DebuffUp
ヴリティカ バラクリシュナン,31X,84.0,VBalakrishnan,VBalakrishnanSkill91,追撃,敵に追撃する,3,Single,0,,10,VBalakrishnanSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,芙里提卡 巴拉克里希南,31X,,,,,
豊後 弥生,31C,34.0,YBungo,YBungoAttackNormal,通常攻撃,,3,Single,0,,10,YBungoAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,豐後 彌生,31C,,,,,
豊後 弥生,31C,34.0,YBungo,YBungoSkill01,クラッカー,銃で敵を狙撃する[対DP+30%],1,Single,5,,10,YBungoSkill01,AttackSkill,450.0,2250.0,120,1.3,1.0,1.25,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,小鹹餅,用槍狙擊敵人[對DP+30%],豐後 彌生,31C,カニ手の使い魔,蟹手使魔,20.0,1.0,
豊後 弥生,31C,34.0,YBungo,YBungoSkill02,プレッツェル,全体に銃弾を乱射する[対DP+30%],2,All,7,,10,YBungoSkill02,AttackSkill,591.0,2955.0,126,1.3,1.0,1.4,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,蝴蝶餅,用子彈對全體敵人進行濫射[對DP+30%],豐後 彌生,31C,手のひらのパーフェクション,掌心上的美好,10.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill03,ビスコッティ,全体に銃弾を乱射 [対DP+30%]さらに 氷属性防御力を下げる,2,All,9,DefaultDebuff,10,YBungoSkill03,AttackSkill,726.0,3630.0,129,1.3,1.0,1.6,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,義式脆餅,用子彈對全體敵人進行濫射[對DP+30%]並降低冰屬性防禦力,豐後 彌生,31C,夜空のShining Star,夜空中的Shining Star,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill03,ビスコッティ,全体に銃弾を乱射 [対DP+30%]さらに 氷属性防御力を下げる,2,All,9,DefaultDebuff,10,YBungoSkill03_2,DefenseDown,0.3,0.45,129,1.0,1.0,0.0,['Ice'],Default,DefenseDownIce_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,義式脆餅,用子彈對全體敵人進行濫射[對DP+30%]並降低冰屬性防禦力,豐後 彌生,31C,夜空のShining Star,夜空中的Shining Star,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill04,スターマイン,全体に光の銃弾を乱射する,2,All,9,,10,YBungoSkill04,AttackSkill,1050.0,5250.0,135,1.0,1.0,2.0,"['Light', 'Stab']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,連發煙火,用光之子彈對全體敵人進行濫射,豐後 彌生,31C,Happy Legion,Happy Legion,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05,ー◯◯◯,狙いを定めて 銃弾を放ちつつ SPを10回復運が悪いと敵の防御力が3ターン上がる,1,Single,8,,10,YBungoSkill05,SkillRandom,0.1,0.5,100,0.0,0.0,0.0,['Stab'],None,None,0,0,0,0,1,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,ー◯◯◯,瞄準標的，發射子彈並回復10點SP運氣不好時敵人的防禦力上升3回合,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05a,ー◯◯◯(成功),成功,1,Single,0,,10,YBungoSkill05a,AttackSkill,918.0,4590.0,129,1.0,1.0,2.0,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,ー◯◯◯(成功),成功,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05a,ー◯◯◯(成功),成功,1,Self,0,,10,YBungoSkill05a_2,HealSp,10.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,ー◯◯◯(成功),成功,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05b,ー◯◯◯(失敗),失敗,1,Single,0,,10,YBungoSkill05b,AttackSkill,918.0,4590.0,129,1.0,1.0,2.0,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,ー◯◯◯(失敗),失敗,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05b,ー◯◯◯(失敗),失敗,1,Self,0,,10,YBungoSkill05b_2,HealSp,10.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,ー◯◯◯(失敗),失敗,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill05b,ー◯◯◯(失敗),失敗,1,Single,0,,10,YBungoSkill05b_3,DefenseUp,0.5,0.0,0,1.0,1.0,0.0,,Default,DefenseUp_Turn,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,ー◯◯◯(失敗),失敗,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill51,トリック・オア・トリート,氷の力をセラフに宿した 強大な一撃ただし 運が悪いと失敗する,2,Single,11,,13,YBungoSkill51,SkillRandom,0.5,0.8,100,0.0,0.0,0.0,"['Ice', 'Stab']",None,None,0,0,0,0,1,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,不給糖就搗蛋,讓冰之力寄宿於熾天使中，使出強大的一擊但是，運氣不好時會失敗,豐後 彌生,31C,夜空のShining Star,夜空中的Shining Star,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill51a,トリック・オア・トリート(成功),成功,2,Single,0,,13,YBungoSkill51a,AttackSkill,3618.0,18090.0,156,1.0,1.0,4.25,"['Ice', 'Stab']",None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,不給糖就搗蛋(成功),成功,豐後 彌生,31C,夜空のShining Star,夜空中的Shining Star,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill51b,トリック・オア・トリート(失敗),失敗,1,Single,0,,13,YBungoSkill51b,AttackSkill,1.0,1.0,156,1.0,1.0,0.0,['Stab'],None,None,1,0,2,0,0,0,0.0,0.0,AttackUp,0.02,0.02,20,0.0,0.0,不給糖就搗蛋(失敗),失敗,豐後 彌生,31C,夜空のShining Star,夜空中的Shining Star,4.0,1.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill52,セイクリッド・クワイア,防御力を犠牲に 光のエネルギーを放つ [対DP+30%]初回使用時 威力が上昇し かつ [対DP+50%],4,Single,13,,10,YBungoSkill52,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,"['Light', 'Stab']",None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,聖樂合唱團,犧牲防禦力，施放光之能量[對DP+30%]首次使用時，威力上升，且[對DP+50%],豐後 彌生,31C,Happy Legion,Happy Legion,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill52a,セイクリッド・クワイア(初回),初回,4,Single,0,,10,YBungoSkill52a,AttackSkill,3222.0,16110.0,153,1.5,1.0,4.0,"['Light', 'Stab']",None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,聖樂合唱團(首次),首次,豐後 彌生,31C,Happy Legion,Happy Legion,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill52a,セイクリッド・クワイア(初回),初回,4,Self,0,,10,YBungoSkill52a_2,DefenseDown,1.0,0.0,0,1.0,1.0,0.0,,Inf,None,0,0,0,0,0,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,聖樂合唱團(首次),首次,豐後 彌生,31C,Happy Legion,Happy Legion,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill52b,セイクリッド・クワイア(2回目以降),2回目以降,4,Single,0,,10,YBungoSkill52b,AttackSkill,2673.0,13365.0,149,1.3,1.0,3.625,"['Light', 'Stab']",None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,聖樂合唱團(第2次之後),第2次之後,豐後 彌生,31C,Happy Legion,Happy Legion,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill52b,セイクリッド・クワイア(2回目以降),2回目以降,4,Self,0,,10,YBungoSkill52b_2,DefenseDown,1.0,0.0,0,1.0,1.0,0.0,,Inf,None,0,0,0,0,0,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,聖樂合唱團(第2次之後),第2次之後,豐後 彌生,31C,Happy Legion,Happy Legion,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill53,三色団子乱れ撃ち,敵全体のバフを3つ解除し 三色団子の雷撃 [対DP+30%]初回使用時 威力が上昇し かつ [対DP+50%],8,All,15,,10,YBungoSkill53,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,"['Thunder', 'Stab']",None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,三色糰子亂射,解除全體敵人的3個增益，放出三色糰子的雷擊[對DP+30%]首次使用時，威力上升且[對DP+50%],豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill53a,三色団子乱れ撃ち(初回),初回,8,All,0,,10,YBungoSkill53a,AttackSkill,2312.25,11561.25,152,1.5,1.0,3.1,"['Thunder', 'Stab']",None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,三色糰子亂射(首次),首次,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill53a,三色団子乱れ撃ち(初回),初回,8,All,0,,10,YBungoSkill53a_2,RemoveBuff,3.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,三色糰子亂射(首次),首次,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill53b,三色団子乱れ撃ち(2回目以降),2回目以降,8,All,0,,10,YBungoSkill53b,AttackSkill,1914.0,9570.0,152,1.3,1.0,2.8,"['Thunder', 'Stab']",None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,三色糰子亂射(第2次之後),第2次之後,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill53b,三色団子乱れ撃ち(2回目以降),2回目以降,8,All,0,,10,YBungoSkill53b_2,RemoveBuff,3.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,三色糰子亂射(第2次之後),第2次之後,豐後 彌生,31C,お花見怪人クシダンゴ,賞花怪人糰子串,4.0,0.0,AttackUp
豊後 弥生,31C,34.0,YBungo,YBungoSkill91,追撃,敵に追撃する,1,Single,0,,10,YBungoSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,豐後 彌生,31C,,,,,
和泉 ユキ,31A,12.0,YIzumi,YIzumiAttackNormal,通常攻撃,,3,Single,0,,10,YIzumiAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,和泉 由希,31A,,,,,
和泉 ユキ,31A,12.0,YIzumi,YIzumiSkill01,ブレイクバースト,全体に砲撃する [対DP+30%],3,All,4,,10,YIzumiSkill01,AttackSkill,294.0,1470.0,117,1.3,1.0,0.8,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,毀滅爆裂炮,炮擊全體敵人[對DP+30%],和泉 由希,31A,Attack or March,Attack or March,20.0,1.0,
和泉 ユキ,31A,12.0,YIzumi,YIzumiSkill02,ブレイクカノン,集中的に狙いを定め 砲撃を放つ[対DP+30%],3,Single,7,,10,YIzumiSkill02,AttackSkill,738.0,3690.0,126,1.3,1.0,1.75,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,毀滅加農炮,集中瞄準標的，展開炮擊[對DP+30%],和泉 由希,31A,終いのSpitfire,終焉Spitfire,4.0,1.0,AttackUp
和泉 ユキ,31A,12.0,YIzumi,YIzumiSkill03,銀蜂,冷静に狙いを定め 敵に集中砲撃 [対HP+30%]反動で 1ターン行動できなくなる,3,Single,9,,10,YIzumiSkill03,AttackSkill,1350.0,6750.0,135,1.0,1.3,2.5,['Stab'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,銀蜂,冷靜地瞄準標的，集中炮擊敵人[對HP+30%]在反作用力的影響下，將有1回合無法行動,和泉 由希,31A,夏椿、けうらなる夜光星,夏椿，光彩奪目的夜光星,4.0,1.0,AttackUp
